FirstName,LastName,Department,Role,Hire Date,Base Salary,Monthly Sales,Sales Target,Commission Rate,Commission Earned,Customer Rating,Customer Complaints,Employee Satisfaction Score,Manager Name,Sales Performance Status,Customer Handling Rate
Richard,Garcia,Sales,Sales Manager,9/19/2023,62254,149473,94714,0,3428,5,9,,Bryan Burnett,High Performance,Need Improvement
Kristina,Taylor,HR,HR Coordinator,7/19/2015,54027,,,,,,,97,Renee Green,Meets Expectation,Need Improvement
Michael,Mclaughlin,Sales,Sales Executive,5/19/2022,41603,33371,72460,0,1547,2,1,,Bryan Burnett,Need Improvement,Need Improvement
Austin,Gomez,Customer Support,Call Center Agent,11/09/2020 ,60915,,,,,2,3,,Christopher Ochoa,Meets Expectation,Need Improvement
Cory,Hernandez,Finance,Auditor,03/03/2015 ,58574,,,,,,,,David Davis,Meets Expectation,Need Improvement
Matthew,Crawford,Operations,Procurement Specialist,10/25/2016,79572,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Sabrina,Rogers,Finance,Accountant,10/31/2020,89928,,,,,,,,David Davis,Meets Expectation,Need Improvement
Joshua,Chambers,IT,Software Engineer,8/31/2023,86044,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
James,Casey,Marketing,Content Strategist,7/25/2016,79146,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Jasmine,Gregory,IT,IT Support,06/03/2016 ,105849,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Stephen,Ramirez,Operations,Logistics Coordinator,7/21/2020,61976,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Timothy,Hall,Sales,Sales Manager,4/30/2016,50786,191397,158616,0,4415,1,7,,Bryan Burnett,High Performance,Need Improvement
Brian,Norton,IT,IT Support,7/29/2019,101280,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Melanie,Cole,Marketing,SEO Specialist,7/15/2021,78734,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Misty,Floyd,HR,HR Manager,07/10/2015 ,84204,,,,,,,60,Renee Green,Meets Expectation,Need Improvement
Steven,Castillo,IT,Software Engineer,5/29/2015,110422,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Bruce,Guerra,Marketing,SEO Specialist,11/19/2022,53199,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Thomas,Gonzalez,IT,IT Support,10/21/2017,111929,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Mercedes,Delgado,Marketing,Content Strategist,5/31/2017,48409,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Caitlin,Hernandez,IT,Software Engineer,09/01/2016 ,59377,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Stephanie,Sutton,Customer Support,Call Center Agent,5/26/2020,60978,,,,,2,9,,Christopher Ochoa,Meets Expectation,Need Improvement
Cristina,Crawford,Sales,Sales Manager,2/22/2022,40582,188455,153035,0,12483,1,4,,Bryan Burnett,High Performance,Satisfactory
Diane,Fisher,Customer Support,Customer Service Rep,12/28/2019,46418,,,,,4,1,,Christopher Ochoa,Meets Expectation,Need Improvement
Cassandra,Jones,HR,Recruiter,4/16/2019,61887,,,,,,,84,Renee Green,Meets Expectation,Need Improvement
Joseph,Callahan,Sales,Sales Executive,4/24/2021,79572,202401,82773,0,10942,2,8,,Bryan Burnett,High Performance,Need Improvement
Heather,Walters,Finance,Accountant,09/05/2020 ,88050,,,,,,,,David Davis,Meets Expectation,Need Improvement
Carlos,Schwartz,Sales,Account Manager,9/16/2022,86039,89462,75182,0,5561,5,9,,Bryan Burnett,High Performance,Need Improvement
Jamie,Martin,IT,Data Analyst,02/06/2019 ,110755,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Kevin,Livingston,Customer Support,Call Center Agent,03/06/2021 ,39894,,,,,2,9,,Christopher Ochoa,Meets Expectation,Need Improvement
Travis,Soto,IT,IT Support,2/28/2018,79361,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Mr.,Richard,HR,Recruiter,09/05/2018 ,55869,,,,,,,90,Renee Green,Meets Expectation,Need Improvement
Darryl,Rodriguez,Finance,Financial Analyst,10/01/2018 ,89736,,,,,,,,David Davis,Meets Expectation,Need Improvement
Sydney,Harris,Finance,Accountant,5/15/2016,69668,,,,,,,,David Davis,Meets Expectation,Need Improvement
Bradley,Lyons,HR,HR Coordinator,09/11/2020 ,82374,,,,,,,67,Renee Green,Meets Expectation,Need Improvement
Jeffrey,Castillo,Finance,Accountant,10/04/2023 ,73477,,,,,,,,David Davis,Meets Expectation,Need Improvement
Luis,Robinson,Sales,Sales Executive,07/09/2016 ,56147,145011,168898,0,5743,2,2,,Bryan Burnett,Meets Expectation,Need Improvement
Brian,Perry,Operations,Procurement Specialist,05/04/2020 ,57391,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Paula,Webster,HR,Recruiter,5/23/2015,84121,,,,,,,75,Renee Green,Meets Expectation,Need Improvement
Elizabeth,Cruz,HR,HR Coordinator,8/24/2017,63571,,,,,,,75,Renee Green,Meets Expectation,Need Improvement
Brandi,Hopkins,IT,Software Engineer,8/26/2017,74418,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
John,Ayers,IT,Software Engineer,3/14/2022,94356,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Todd,Lynch,Finance,Accountant,6/21/2018,75386,,,,,,,,David Davis,Meets Expectation,Need Improvement
Angela,Wilson,Marketing,Content Strategist,04/11/2023 ,53934,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
James,Cooper,Operations,Operations Manager,2/16/2019,66828,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Tanya,Lee,IT,Software Engineer,10/17/2022,114980,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Nathan,Miranda,Customer Support,Call Center Agent,07/04/2018 ,40856,,,,,5,9,,Christopher Ochoa,Meets Expectation,Need Improvement
Christian,Campbell,Customer Support,Customer Service Rep,1/27/2022,64754,,,,,1,8,,Christopher Ochoa,Meets Expectation,Need Improvement
Jose,Holmes,Operations,Procurement Specialist,01/06/2021 ,89862,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Christopher,Guerrero,Operations,Operations Manager,01/09/2018 ,74946,,,,,,,,Mr. Bradley Welch,Meets Expectation,Satisfactory
James,Young,Customer Support,Support Specialist,02/03/2016 ,45786,,,,,4,0,,Christopher Ochoa,Meets Expectation,Need Improvement
Kathleen,Mayo,Finance,Financial Analyst,11/10/2021 ,75807,,,,,,,,David Davis,Meets Expectation,Need Improvement
William,Lopez,HR,HR Manager,07/06/2015 ,83675,,,,,,,86,Renee Green,Meets Expectation,Need Improvement
Melanie,Baker,Sales,Sales Manager,01/07/2015 ,74534,102518,83593,0,7068,1,6,,Bryan Burnett,High Performance,Need Improvement
Susan,Mckee,Finance,Accountant,7/25/2021,90296,,,,,,,,David Davis,Meets Expectation,Need Improvement
Tamara,Rosales,Marketing,Marketing Analyst,08/02/2016 ,56509,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Krystal,Porter,Finance,Financial Analyst,5/16/2015,93423,,,,,,,,David Davis,Meets Expectation,Need Improvement
John,Moyer,Marketing,SEO Specialist,04/03/2018 ,45978,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Christopher,Chen,Sales,Account Manager,10/16/2022,70633,188772,144442,0,8735,3,5,,Bryan Burnett,High Performance,Need Improvement
Joshua,Villarreal,Operations,Procurement Specialist,10/29/2020,104381,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Garrett,Palmer,Customer Support,Support Specialist,12/17/2022,62230,,,,,5,6,,Christopher Ochoa,Meets Expectation,Need Improvement
Jeffrey,Weber,Operations,Logistics Coordinator,2/29/2016,99334,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Rachel,Watson,Operations,Logistics Coordinator,10/09/2023 ,52359,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Jeffery,Sanchez,Finance,Auditor,05/01/2021 ,96296,,,,,,,,David Davis,Meets Expectation,Need Improvement
Robin,Duncan,Sales,Sales Manager,6/18/2017,86802,143081,190869,0,5587,2,7,,Bryan Burnett,Need Improvement,Need Improvement
Shelby,Vazquez,Customer Support,Support Specialist,07/10/2019 ,41154,,,,,5,6,,Christopher Ochoa,Meets Expectation,Need Improvement
Samuel,Thompson,Marketing,Marketing Analyst,05/04/2015 ,72377,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Lindsey,Duncan,Operations,Logistics Coordinator,11/02/2022 ,71164,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Greg,Kim,Marketing,Marketing Analyst,8/14/2015,50535,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Gabriella,Dixon,Finance,Auditor,10/15/2022,77549,,,,,,,,David Davis,Meets Expectation,Need Improvement
David,Melendez,Customer Support,Call Center Agent,9/20/2022,55627,,,,,2,5,,Christopher Ochoa,Meets Expectation,Need Improvement
Robert,Hamilton,IT,Software Engineer,05/03/2021 ,92630,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Michael,Williams,Operations,Logistics Coordinator,02/07/2019 ,63599,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Edward,Mills,HR,HR Coordinator,7/15/2016,92761,,,,,,,63,Renee Green,Meets Expectation,Need Improvement
Corey,Oliver,IT,IT Support,10/11/2019 ,50187,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Edward,Clark,Sales,Account Manager,9/30/2020,42356,81931,193481,0,5385,2,0,,Bryan Burnett,Need Improvement,Need Improvement
Laurie,Ochoa,Operations,Procurement Specialist,06/04/2018 ,62756,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Ana,James,IT,Software Engineer,8/15/2019,66631,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Gina,Wilkerson,Marketing,Marketing Analyst,10/13/2017,60826,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Amy,Higgins,Customer Support,Support Specialist,08/01/2017 ,40597,,,,,5,9,,Christopher Ochoa,Meets Expectation,Need Improvement
Ashley,Bailey,Customer Support,Customer Service Rep,10/19/2022,48091,,,,,1,9,,Christopher Ochoa,Meets Expectation,Need Improvement
Daniel,Thompson,Operations,Procurement Specialist,12/31/2021,81548,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
James,Leon,IT,IT Support,04/01/2023 ,98331,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Erin,Moreno,Marketing,Marketing Analyst,10/12/2015 ,62470,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
William,Young,Customer Support,Support Specialist,6/23/2022,60643,,,,,2,8,,Christopher Ochoa,Meets Expectation,Need Improvement
Jason,Young,Marketing,SEO Specialist,03/05/2015 ,73329,,,,,,,,Trevor Cooper,Meets Expectation,Satisfactory
Robert,Nunez,Sales,Account Manager,9/27/2017,64149,134134,164567,0,6180,5,4,,Bryan Burnett,Meets Expectation,Need Improvement
Justin,Gonzalez,Customer Support,Call Center Agent,2/19/2021,64014,,,,,3,1,,Christopher Ochoa,Meets Expectation,Satisfactory
Nathaniel,Levy,Sales,Sales Executive,9/15/2021,77377,198012,142140,0,11440,4,5,,Bryan Burnett,High Performance,Need Improvement
Whitney,Roberts,Sales,Sales Executive,12/15/2023,73130,169429,161871,0,9353,5,9,,Bryan Burnett,High Performance,Need Improvement
Edward,Smith,Sales,Account Manager,02/07/2020 ,86035,74703,64787,0,2006,5,7,,Bryan Burnett,High Performance,Need Improvement
Derrick,Lin,Sales,Sales Executive,7/20/2021,57311,161998,134104,0,10108,2,8,,Bryan Burnett,High Performance,Need Improvement
Ruben,Baker,Finance,Accountant,12/14/2021,102528,,,,,,,,David Davis,Meets Expectation,Satisfactory
Samuel,Burke,Sales,Sales Executive,03/11/2019 ,51665,155026,193905,0,6399,5,5,,Bryan Burnett,Need Improvement,Need Improvement
David,Gillespie,Sales,Sales Executive,11/24/2020,51578,68371,117459,0,1721,2,6,,Bryan Burnett,Need Improvement,Need Improvement
Clinton,Walker,Finance,Accountant,8/26/2018,59981,,,,,,,,David Davis,Meets Expectation,Excellent Services
Melanie,Woods,Sales,Sales Executive,09/06/2016 ,59149,87026,83357,0,3696,5,3,,Bryan Burnett,High Performance,Need Improvement
Tyler,Moyer,HR,HR Coordinator,02/02/2015 ,87469,,,,,,,97,Renee Green,Meets Expectation,Need Improvement
Colin,Collins,Finance,Financial Analyst,01/10/2021 ,66244,,,,,,,,David Davis,Meets Expectation,Need Improvement
Marc,Costa,HR,HR Manager,7/29/2018,76569,,,,,,,88,Renee Green,Meets Expectation,Need Improvement
Thomas,Robinson,HR,HR Coordinator,10/30/2018,51812,,,,,,,80,Renee Green,Meets Expectation,Need Improvement
Jennifer,Hoffman,Marketing,Marketing Analyst,11/17/2016,82133,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Jennifer,Carr,Operations,Logistics Coordinator,03/01/2019 ,52719,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Erika,Castaneda,Sales,Sales Executive,11/17/2016,64985,57282,150199,0,3509,3,1,,Bryan Burnett,Need Improvement,Need Improvement
Sheila,Parker,HR,Recruiter,12/28/2015,75478,,,,,,,66,Renee Green,Meets Expectation,Need Improvement
Steven,Perez,Sales,Account Manager,12/07/2015 ,69063,243657,91138,0,10921,3,4,,Bryan Burnett,High Performance,Need Improvement
Stephanie,Brown,Operations,Logistics Coordinator,5/14/2023,83651,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
April,Schultz,Sales,Account Manager,02/02/2023 ,81863,179452,189507,0,8506,2,4,,Bryan Burnett,Meets Expectation,Need Improvement
Rebecca,Anderson,Customer Support,Support Specialist,03/04/2023 ,37137,,,,,5,7,,Christopher Ochoa,Meets Expectation,Need Improvement
Crystal,Newman,Sales,Sales Manager,04/04/2020 ,85067,180598,149180,0,4578,5,8,,Bryan Burnett,High Performance,Need Improvement
Mason,Bradshaw,IT,Software Engineer,10/31/2020,80014,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Gina,Olson,Finance,Financial Analyst,07/10/2022 ,65539,,,,,,,,David Davis,Meets Expectation,Need Improvement
Emily,Fisher,IT,Data Analyst,06/04/2015 ,55552,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Christine,Stewart,HR,HR Manager,07/08/2018 ,91950,,,,,,,60,Renee Green,Meets Expectation,Need Improvement
Jessica,Blake,Customer Support,Support Specialist,2/22/2017,44829,,,,,2,9,,Christopher Ochoa,Meets Expectation,Need Improvement
Jerry,Butler,Customer Support,Call Center Agent,07/02/2018 ,46765,,,,,1,7,,Christopher Ochoa,Meets Expectation,Need Improvement
Karen,Johnson,Marketing,SEO Specialist,1/28/2017,48138,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Kyle,Willis,Marketing,SEO Specialist,04/09/2021 ,62011,,,,,,,,Trevor Cooper,Meets Expectation,Excellent Services
Caitlyn,Vega,Sales,Account Manager,11/18/2019,63427,161943,94889,0,10416,5,1,,Bryan Burnett,High Performance,Need Improvement
Jennifer,Scott,Sales,Sales Manager,02/06/2020 ,73837,59584,75556,0,4127,4,7,,Bryan Burnett,Need Improvement,Need Improvement
Cory,Nichols,Finance,Auditor,10/21/2019,90608,,,,,,,,David Davis,Meets Expectation,Need Improvement
Mr.,George,Finance,Financial Analyst,08/07/2022 ,98050,,,,,,,,David Davis,Meets Expectation,Need Improvement
Sandy,Gaines,Finance,Financial Analyst,11/23/2023,85977,,,,,,,,David Davis,Meets Expectation,Need Improvement
Todd,Martinez,Customer Support,Support Specialist,8/31/2021,67245,,,,,2,7,,Christopher Ochoa,Meets Expectation,Need Improvement
Matthew,Cameron,Operations,Procurement Specialist,07/01/2020 ,71396,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Bobby,Wolfe,IT,IT Support,12/05/2019 ,54684,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Robert,Woodward,HR,HR Manager,05/07/2020 ,60461,,,,,,,76,Renee Green,Meets Expectation,Need Improvement
Joy,Wu,IT,IT Support,11/26/2023,81101,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Elizabeth,Mason,HR,HR Coordinator,11/24/2019,75808,,,,,,,97,Renee Green,Meets Expectation,Need Improvement
Sandra,Perez,Customer Support,Call Center Agent,11/15/2020,50242,,,,,5,7,,Christopher Ochoa,Meets Expectation,Need Improvement
Kenneth,Meza,HR,Recruiter,2/24/2022,71143,,,,,,,92,Renee Green,Meets Expectation,Need Improvement
Carl,Young,Marketing,SEO Specialist,10/17/2019,82855,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Johnny,Hobbs,Finance,Accountant,1/29/2015,83192,,,,,,,,David Davis,Meets Expectation,Need Improvement
Joanna,Jenkins,Customer Support,Customer Service Rep,11/17/2021,68126,,,,,4,8,,Christopher Ochoa,Meets Expectation,Need Improvement
Kimberly,Contreras,Marketing,Marketing Analyst,07/11/2019 ,57479,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Dr.,Susan,Finance,Accountant,7/30/2019,96070,,,,,,,,David Davis,Meets Expectation,Need Improvement
Isabel,May,Finance,Accountant,11/10/2017 ,70641,,,,,,,,David Davis,Meets Expectation,Need Improvement
Ryan,Perkins,IT,Software Engineer,1/16/2016,55951,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Melissa,Moreno,Customer Support,Support Specialist,9/18/2019,41172,,,,,2,3,,Christopher Ochoa,Meets Expectation,Need Improvement
Steven,Fields,Marketing,Content Strategist,05/12/2017 ,61494,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Lisa,Schneider,Operations,Operations Manager,8/18/2015,74057,,,,,,,,Mr. Bradley Welch,Meets Expectation,Satisfactory
Ana,Burke,Sales,Sales Manager,12/27/2021,53633,31735,67352,0,1634,4,3,,Bryan Burnett,Need Improvement,Excellent Services
Emily,Lewis,Sales,Sales Executive,04/06/2016 ,75623,63877,156131,0,3207,5,3,,Bryan Burnett,Need Improvement,Need Improvement
Michael,Bentley,Marketing,Content Strategist,10/09/2022 ,49381,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Lisa,Thompson,HR,HR Coordinator,11/11/2019 ,66332,,,,,,,92,Renee Green,Meets Expectation,Need Improvement
Matthew,Clark,Operations,Procurement Specialist,09/03/2019 ,73859,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Kelly,Benson,Operations,Logistics Coordinator,06/02/2015 ,69975,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Kara,Ryan,Marketing,Content Strategist,11/11/2016 ,63025,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Dr.,Julie,Operations,Procurement Specialist,7/18/2022,87373,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Debra,Taylor,Operations,Logistics Coordinator,1/14/2015,98362,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Peter,Turner,Sales,Sales Executive,6/18/2022,46479,126265,196493,0,5451,2,2,,Bryan Burnett,Need Improvement,Need Improvement
Ashley,Garner,IT,Software Engineer,12/04/2015 ,90550,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Tamara,Pugh,Operations,Operations Manager,2/26/2021,103840,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Joshua,Salas,Operations,Operations Manager,11/02/2015 ,68049,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Shelly,Christian,IT,Software Engineer,1/18/2019,99548,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Brian,Cooley,Finance,Auditor,10/23/2021,66826,,,,,,,,David Davis,Meets Expectation,Need Improvement
Jacob,Hodge,IT,Data Analyst,11/28/2016,82419,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Brandon,Gutierrez,Finance,Financial Analyst,01/05/2020 ,100988,,,,,,,,David Davis,Meets Expectation,Need Improvement
Patricia,Rodriguez,Marketing,Marketing Analyst,07/08/2018 ,49372,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Vicki,Campos,Marketing,Marketing Analyst,5/20/2015,49616,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Dorothy,Estrada,IT,Software Engineer,2/16/2018,59175,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Russell,Li,Marketing,Marketing Analyst,09/02/2017 ,69010,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Mary,Chase,Finance,Financial Analyst,10/29/2021,87393,,,,,,,,David Davis,Meets Expectation,Satisfactory
Kathryn,Reid,Sales,Sales Executive,5/27/2023,45138,84555,67068,0,5243,5,4,,Bryan Burnett,High Performance,Need Improvement
Jason,Barry,Marketing,Content Strategist,06/09/2015 ,60027,,,,,,,,Trevor Cooper,Meets Expectation,Satisfactory
Dustin,Morris,Sales,Sales Manager,10/29/2021,74483,213180,183476,0,11666,4,4,,Bryan Burnett,High Performance,Need Improvement
Karen,Wright,Operations,Operations Manager,12/22/2017,59573,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Colin,Hardy,IT,Software Engineer,11/26/2015,83062,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
